FeatureCode,DateCode,Measurement,Units,Value,Indicator (road network traffic)
S12000033,2005,Ratio,Driver Journeys,19.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000033,2015,Ratio,Percent Of Roads,26,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000030,2003,Ratio,Driver Journeys,8.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000050,2015,Ratio,Percent Of Roads,33.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000033,2007,Ratio,Percent Of Roads,22,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000033,2007,Ratio,Driver Journeys,23.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000050,2014,Ratio,Percent Of Roads,31.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000030,2005,Ratio,Driver Journeys,9.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000050,2007,Ratio,Driver Journeys,16.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000049,2016,Ratio,Driver Journeys,15.8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000033,2018,Ratio,Percent Of Roads,30.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000050,2008,Ratio,Percent Of Roads,32.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000033,2008,Ratio,Percent Of Roads,24.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000033,2019,Ratio,Percent Of Roads,30,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000033,2009,Ratio,Percent Of Roads,31.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000050,2018,Ratio,Percent Of Roads,30.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000049,2013,Ratio,Driver Journeys,9.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000049,2019,Ratio,Percent Of Roads,28.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000050,2013,Ratio,Driver Journeys,10.3,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000049,2017,Ratio,Percent Of Roads,30.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000030,2016,Ratio,Driver Journeys,5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000030,2009,Ratio,Driver Journeys,11.99,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000030,2018,Ratio,Percent Of Roads,41.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000030,2019,Ratio,Driver Journeys,15,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000050,2003,Ratio,Driver Journeys,12.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000030,2017,Ratio,Driver Journeys,10.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000049,2017,Ratio,Driver Journeys,14.3,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000030,2015,Ratio,Driver Journeys,12.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000034,2015,Ratio,Driver Journeys,13.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000030,2006,Ratio,Percent Of Roads,53,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000030,2012,Ratio,Driver Journeys,7.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000030,2014,Ratio,Driver Journeys,10.9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000034,2014,Ratio,Driver Journeys,17.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000030,2007,Ratio,Driver Journeys,16.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000050,2011,Ratio,Percent Of Roads,31.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000033,2013,Ratio,Percent Of Roads,27,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000050,2012,Ratio,Driver Journeys,13.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000033,2018,Ratio,Driver Journeys,20,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000033,2012,Ratio,Percent Of Roads,30.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000050,2007,Ratio,Percent Of Roads,34,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000033,2012,Ratio,Driver Journeys,11.6,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000033,2017,Ratio,Driver Journeys,19.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000049,2018,Ratio,Driver Journeys,15,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000030,2018,Ratio,Driver Journeys,12,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000050,2016,Ratio,Percent Of Roads,31.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000030,2013,Ratio,Driver Journeys,5.9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000033,2016,Ratio,Percent Of Roads,28.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000033,2019,Ratio,Driver Journeys,17,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000050,2005,Ratio,Driver Journeys,13.8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000050,2017,Ratio,Driver Journeys,16.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000041,2008,Ratio,Percent Of Roads,26.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000041,2018,Ratio,Driver Journeys,10,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000041,2006,Ratio,Percent Of Roads,39,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000047,2016,Ratio,Driver Journeys,6.9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000047,2007,Ratio,Driver Journeys,10,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000047,2012,Ratio,Driver Journeys,9.3,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000041,2016,Ratio,Driver Journeys,5.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000047,2017,Ratio,Percent Of Roads,31.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000041,2017,Ratio,Driver Journeys,7.3,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000041,2015,Ratio,Driver Journeys,4.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000041,2014,Ratio,Driver Journeys,6.8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000047,2013,Ratio,Percent Of Roads,33,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000047,2019,Ratio,Percent Of Roads,32.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000041,2016,Ratio,Percent Of Roads,31.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000041,2017,Ratio,Percent Of Roads,31.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000041,2015,Ratio,Percent Of Roads,28.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000042,2011,Ratio,Percent Of Roads,25.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000042,2017,Ratio,Percent Of Roads,25.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000047,2008,Ratio,Percent Of Roads,32.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000047,2006,Ratio,Percent Of Roads,58,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000047,2003,Ratio,Driver Journeys,9.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000041,2019,Ratio,Percent Of Roads,33.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000047,2007,Ratio,Percent Of Roads,35,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000041,2014,Ratio,Percent Of Roads,30.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000047,2014,Ratio,Driver Journeys,9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000047,2015,Ratio,Driver Journeys,8.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000047,2014,Ratio,Percent Of Roads,33,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000047,2012,Ratio,Percent Of Roads,34.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000047,2013,Ratio,Driver Journeys,8.8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000047,2018,Ratio,Driver Journeys,9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000041,2018,Ratio,Percent Of Roads,32.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000038,2015,Ratio,Driver Journeys,17.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000047,2011,Ratio,Percent Of Roads,36.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000038,2017,Ratio,Percent Of Roads,33.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000047,2016,Ratio,Percent Of Roads,32.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000047,2009,Ratio,Percent Of Roads,40.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000038,2015,Ratio,Percent Of Roads,36.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000041,2003,Ratio,Driver Journeys,8.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000041,2007,Ratio,Percent Of Roads,30,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000041,2007,Ratio,Driver Journeys,6.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000041,2012,Ratio,Driver Journeys,9.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000041,2005,Ratio,Driver Journeys,5.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000041,2009,Ratio,Driver Journeys,7.56,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000041,2019,Ratio,Driver Journeys,9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000041,2011,Ratio,Percent Of Roads,29,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000041,2013,Ratio,Driver Journeys,5.3,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000041,2013,Ratio,Percent Of Roads,30.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000041,2009,Ratio,Percent Of Roads,27.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000041,2012,Ratio,Percent Of Roads,27.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000042,2016,Ratio,Driver Journeys,12,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000045,2007,Ratio,Driver Journeys,17.3,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000042,2018,Ratio,Percent Of Roads,26.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000045,2007,Ratio,Percent Of Roads,49,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000042,2017,Ratio,Driver Journeys,11.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000042,2012,Ratio,Driver Journeys,11.8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000042,2009,Ratio,Percent Of Roads,25.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000045,2009,Ratio,Percent Of Roads,44.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000042,2007,Ratio,Percent Of Roads,25,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000042,2019,Ratio,Driver Journeys,13,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000042,2008,Ratio,Percent Of Roads,23.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000042,2012,Ratio,Percent Of Roads,27.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000042,2013,Ratio,Percent Of Roads,49.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000045,2006,Ratio,Percent Of Roads,44,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000045,2012,Ratio,Percent Of Roads,43.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000045,2012,Ratio,Driver Journeys,9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000045,2013,Ratio,Percent Of Roads,41.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000045,2011,Ratio,Percent Of Roads,43.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000045,2017,Ratio,Driver Journeys,15,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000045,2003,Ratio,Driver Journeys,16.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000045,2009,Ratio,Driver Journeys,12.32,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000042,2007,Ratio,Driver Journeys,19.9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000045,2015,Ratio,Percent Of Roads,39.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000045,2019,Ratio,Percent Of Roads,33.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000045,2008,Ratio,Percent Of Roads,44.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000045,2016,Ratio,Percent Of Roads,37.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000045,2019,Ratio,Driver Journeys,15,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000045,2014,Ratio,Driver Journeys,10.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000045,2015,Ratio,Driver Journeys,14.9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000042,2003,Ratio,Driver Journeys,8.8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000045,2016,Ratio,Driver Journeys,14.3,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000042,2019,Ratio,Percent Of Roads,26,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000045,2014,Ratio,Percent Of Roads,41.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000047,2005,Ratio,Driver Journeys,11.3,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000045,2017,Ratio,Percent Of Roads,35.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000045,2013,Ratio,Driver Journeys,13.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000042,2014,Ratio,Driver Journeys,15.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000042,2016,Ratio,Percent Of Roads,26.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000042,2005,Ratio,Driver Journeys,9.3,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000042,2014,Ratio,Percent Of Roads,49.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000042,2015,Ratio,Percent Of Roads,27.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000042,2013,Ratio,Driver Journeys,11.8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000045,2018,Ratio,Percent Of Roads,34,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000042,2015,Ratio,Driver Journeys,12.9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000045,2018,Ratio,Driver Journeys,15,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000042,2018,Ratio,Driver Journeys,12,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000042,2009,Ratio,Driver Journeys,11.76,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000042,2006,Ratio,Percent Of Roads,45,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000045,2005,Ratio,Driver Journeys,11.6,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000036,2012,Ratio,Percent Of Roads,34,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000048,2009,Ratio,Driver Journeys,12.46,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000036,2005,Ratio,Driver Journeys,17.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000036,2013,Ratio,Percent Of Roads,43.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000036,2008,Ratio,Percent Of Roads,34.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000036,2018,Ratio,Percent Of Roads,36.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000036,2007,Ratio,Percent Of Roads,39,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000048,2015,Ratio,Percent Of Roads,34.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000036,2009,Ratio,Percent Of Roads,32.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000048,2014,Ratio,Percent Of Roads,35.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000036,2003,Ratio,Driver Journeys,16.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000036,2016,Ratio,Driver Journeys,16.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000048,2012,Ratio,Driver Journeys,9.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000036,2012,Ratio,Driver Journeys,18.3,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000036,2009,Ratio,Driver Journeys,15,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000036,2007,Ratio,Driver Journeys,15,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000036,2015,Ratio,Driver Journeys,15.3,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000036,2017,Ratio,Percent Of Roads,36.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000048,2017,Ratio,Percent Of Roads,37.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000036,2006,Ratio,Percent Of Roads,49,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000048,2007,Ratio,Driver Journeys,9.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000048,2005,Ratio,Driver Journeys,6.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000036,2018,Ratio,Driver Journeys,19,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000036,2019,Ratio,Percent Of Roads,33.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000036,2014,Ratio,Driver Journeys,16.8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000035,2012,Ratio,Driver Journeys,3.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000035,2009,Ratio,Driver Journeys,3.73,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000035,2006,Ratio,Percent Of Roads,56,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000049,2014,Ratio,Percent Of Roads,33,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000035,2019,Ratio,Percent Of Roads,54.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000049,2006,Ratio,Percent Of Roads,60,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000035,2014,Ratio,Driver Journeys,17.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000049,2016,Ratio,Percent Of Roads,30.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000035,2013,Ratio,Driver Journeys,2.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000035,2017,Ratio,Driver Journeys,5.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000035,2007,Ratio,Percent Of Roads,57,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000049,2015,Ratio,Percent Of Roads,32.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000048,2006,Ratio,Percent Of Roads,46,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000048,2011,Ratio,Percent Of Roads,34.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000035,2013,Ratio,Percent Of Roads,57.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000048,2009,Ratio,Percent Of Roads,32.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000048,2016,Ratio,Percent Of Roads,37.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000035,2014,Ratio,Percent Of Roads,57.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000035,2009,Ratio,Percent Of Roads,55.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000035,2017,Ratio,Percent Of Roads,55.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000035,2008,Ratio,Percent Of Roads,52.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000035,2011,Ratio,Percent Of Roads,58.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000035,2012,Ratio,Percent Of Roads,57.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000035,2016,Ratio,Driver Journeys,2.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000048,2017,Ratio,Driver Journeys,7.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000047,2018,Ratio,Percent Of Roads,31.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000048,2015,Ratio,Driver Journeys,7.8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000047,2019,Ratio,Driver Journeys,9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000038,2016,Ratio,Percent Of Roads,34.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000038,2006,Ratio,Percent Of Roads,45,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000038,2019,Ratio,Percent Of Roads,32.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000038,2009,Ratio,Percent Of Roads,46.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000038,2013,Ratio,Driver Journeys,9.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000048,2019,Ratio,Percent Of Roads,37,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000048,2019,Ratio,Driver Journeys,8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000048,2013,Ratio,Driver Journeys,10,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000038,2007,Ratio,Driver Journeys,18,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000038,2017,Ratio,Driver Journeys,12.8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000038,2003,Ratio,Driver Journeys,10.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000038,2018,Ratio,Driver Journeys,11,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000038,2014,Ratio,Driver Journeys,18.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000038,2005,Ratio,Driver Journeys,11.9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000047,2017,Ratio,Driver Journeys,8.3,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000038,2012,Ratio,Driver Journeys,15.6,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000038,2009,Ratio,Driver Journeys,13.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000038,2014,Ratio,Percent Of Roads,38.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000047,2009,Ratio,Driver Journeys,8.18,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000047,2015,Ratio,Percent Of Roads,32.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000036,2019,Ratio,Driver Journeys,20,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000048,2018,Ratio,Percent Of Roads,35.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000048,2013,Ratio,Percent Of Roads,35.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000048,2018,Ratio,Driver Journeys,10,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000048,2014,Ratio,Driver Journeys,6.8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000048,2016,Ratio,Driver Journeys,9.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000048,2007,Ratio,Percent Of Roads,36,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000036,2013,Ratio,Driver Journeys,15,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000048,2008,Ratio,Percent Of Roads,32.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000048,2012,Ratio,Percent Of Roads,35.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000036,2016,Ratio,Percent Of Roads,34.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000048,2003,Ratio,Driver Journeys,7.6,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000038,2007,Ratio,Percent Of Roads,34,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000038,2008,Ratio,Percent Of Roads,35.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000038,2019,Ratio,Driver Journeys,13,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000038,2013,Ratio,Percent Of Roads,38.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000038,2011,Ratio,Percent Of Roads,42.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000038,2012,Ratio,Percent Of Roads,37.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000036,2011,Ratio,Percent Of Roads,32.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000036,2017,Ratio,Driver Journeys,16.9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000036,2015,Ratio,Percent Of Roads,35.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000038,2018,Ratio,Percent Of Roads,35.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000038,2016,Ratio,Driver Journeys,11.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000036,2014,Ratio,Percent Of Roads,43.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000010,2016,Ratio,Percent Of Roads,31.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
